line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);;pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
372;06:12;493,04;493,04;69,3;3,82;2000,94;1,27;511,5;1294;0;;82;76;0;4;65;74;;5;19;6;8;98;97,3;0,6;103;0
373;06:13;493,97;493,97;66,26;6,44;2881;1,02;530,9;1378;0;;88;76;0;4;344;78;;85;10;14;15;173;97,4;0,7;103;0
374;06:14;494,46;494,46;66,98;7,98;1556,89;1,84;548,2;1330;0;;91;78;0;5;344;78;;85;10;14;15;173;97,3;0,6;103,1;0
375;06:15;494,5;494,5;65,2;5,04;990,8;4,45;541,7;1302;0;;89;78;0;6;96;138;;0;13;14;34;151;97,5;0,6;103;0
376;06:16;494,57;494,57;65,55;5,25;1116,88;4,65;548,2;1307;0;;91;78;0;6;182;107;;23;13;8;0;143;97,6;0,6;103;0
377;06:17;494,62;494,62;65,51;5,5;1150,22;4,48;543,8;1308;0;;91;76;0;5;226;0;;54;13;57;9;67;97,6;0,6;103;0
378;06:18;495,07;495,07;67,78;3,16;1711,78;6,23;537,4;1334;0;;89;76;0;5;164;9;;108;81;3;18;198;97,5;0,7;103;0
379;06:19;496,12;496,12;67,5;3,67;2643,94;0,97;530,9;1377;0;;88;76;0;5;68;18;;42;9;11;18;69;97,6;0,6;103;0
380;06:20;497,07;497,07;66,89;4,18;2601,22;1,08;524,4;1374;0;;86;76;0;5;154;57;;0;140;328;73;197;97,6;0,6;103,1;0
381;06:21;497,92;497,92;66,53;5,92;2559,03;1,19;530,9;1375;0;;88;76;0;5;154;57;;0;140;328;73;197;97,5;0,6;103,1;0
382;06:22;498,81;498,81;67,09;5,26;2450,02;1,13;524,4;1371;0;;86;76;0;5;42;13;;4;14;10;48;31;97,5;0,6;103,1;0
383;06:23;499,51;499,51;66,64;5,45;2291,17;1,42;530,9;1363;0;;88;76;0;5;233;253;;0;63;0;0;316;97,4;0,6;103;0
384;06:24;499,76;499,76;65,52;5,19;1725,12;1,74;537,4;1338;0;;89;76;0;5;0;288;;0;48;169;139;336;97,3;0,6;103;0
385;06:25;500,42;500,42;68,03;2,66;2023,41;2,01;524,4;1350;0;;86;76;0;5;252;150;;0;8;1;0;158;97,4;0,6;103;0
386;06:26;501,4;501,4;67,88;3,39;2658,65;1,03;524,4;1380;0;;86;76;0;5;0;80;;0;11;72;17;91;97,5;0,6;103;0
387;06:27;502,11;502,11;68,51;0;2301,56;1,21;548,2;1369;0;;91;78;0;5;0;405;;0;15;14;0;420;97,4;0,6;103,1;0
388;06:28;502,11;493,3;75,22;0;140,59;0,42;548,2;1282;0;;91;78;0;5;0;405;;0;15;14;0;420;97,4;0,6;103;0
389;06:29;502,11;501,88;74,46;0;199,85;0;554,6;1288;0;;93;78;0;5;0;3;;64;158;91;41;225;97,4;0,6;103,1;0
390;06:30;502,11;495,23;75,83;0;39,26;0;242,5;1076;0;;0;89;0;5;0;0;;0;14;0;10;14;97,6;0,6;103;0
391;06:31;502,11;489,28;49,11;0;0;0;0;61;0;;0;0;0;5;0;0;;278;11;29;106;289;96,3;0,6;103;0
392;06:32;502,11;489,28;11,02;0;41,99;0;0;0;0;;0;0;0;5;46;31;;0;15;68;11;46;93,9;0,6;103;0
393;06:33;502,11;489,28;12,15;0;0;0;0;0;0;;0;0;0;5;104;0;;14;19;31;13;33;92,8;0,6;103;0
394;06:34;502,11;489,28;11,43;0;0;0;0;0;0;;0;0;0;5;50;56;;43;19;17;14;118;92,4;0,6;103,1;0
395;06:35;502,11;491,6;27,03;0;0;0;161,5;0;0;;44;0;0;5;50;56;;43;19;17;14;118;92,1;0,7;;0
396;06:36;502,11;500,81;76,26;0;0;0;335,9;1037;0;;91;0;0;5;71;56;;29;41;16;16;126;92,7;0,6;;0
397;06:37;502,11;501,86;75,88;0;159,14;0;335,9;1265;0;;91;0;0;5;61;63;;17;14;21;14;94;95,5;0,6;;0
398;06:38;502,61;502,61;73,1;2,44;907,56;1,25;323;1290;0;;88;0;0;5;48;40;;27;18;13;16;85;97,1;0,6;;0
399;06:39;503,23;503,23;67,23;5,43;1941,94;1,46;323;1337;0;;88;0;0;5;46;0;;28;3;23;6;31;97,5;0,7;;0
400;06:40;503,31;503,31;65,43;6,06;1358,78;5,46;323;1309;0;;88;0;0;5;43;62;;26;19;16;34;107;97,6;0,6;;0
401;06:41;503,55;503,55;65,7;4,47;1883,06;8,55;316,6;1329;0;;86;0;0;5;49;70;;25;38;13;20;133;97,6;0,6;;0
402;06:42;504,14;504,14;66,47;4,39;2662,24;1,88;316,6;1367;0;;86;0;0;5;49;70;;25;38;13;20;133;97,4;0,6;;0
403;06:43;505,07;505,07;66,68;4,46;2969,89;1,15;310,1;1381;0;;84;0;0;5;50;49;;30;13;19;26;92;97,3;0,6;;0
404;06:44;505,97;505,97;66,23;4,11;3055;1,14;310,1;1388;0;;84;0;0;5;47;0;;16;12;20;13;28;97,3;0,6;;0
405;06:45;506,3;506,3;65,57;5,44;2024,84;2,56;316,6;1342;0;;86;0;0;5;73;54;;29;14;19;19;97;97,3;0,6;;0
406;06:46;506,77;506,77;66,51;2,49;2006,38;2,24;323;1341;0;;88;0;0;5;48;65;;48;13;6;14;126;97,4;0,6;;0
407;06:47;507,77;507,77;68,41;2,66;2207,69;1,09;521,4;1352;0;;86;75;0;5;48;143;;28;13;176;9;184;97,5;0,6;;0
408;06:48;508,74;508,74;68,21;4,48;2210,25;1,05;515;1354;0;;84;75;0;5;30;216;;0;0;494;57;216;97,5;0,6;;0
409;06:49;509,73;509,73;67,78;3,61;2325,6;1,04;521,4;1361;0;;86;75;0;5;30;216;;0;0;494;57;216;97,4;0,6;;0
410;06:50;510,65;510,65;67,36;4,28;2405,76;1,1;521,4;1364;0;;86;75;0;5;11;0;;297;0;0;980;297;97,3;0,6;;0
411;06:51;511,55;511,55;67,81;0;2255,41;1,07;521,4;1362;0;;86;75;0;5;149;104;;45;33;32;10;182;97,3;0,6;;0
412;06:52;511,63;511,42;74,02;0;389,8;1,66;540,8;1288;0;;91;75;0;5;138;88;;47;25;46;9;160;97,4;0,6;;0
413;06:53;511,63;501,75;75,89;0;88,9;0,78;534,4;1273;0;;89;75;0;5;111;109;;44;25;23;10;178;97,5;0,6;;0
414;06:54;511,63;508,87;75,08;0;120,69;0;534,4;1279;0;;89;75;0;5;109;70;;45;20;59;10;135;97,4;0,7;;0
415;06:55;511,63;510,7;75,46;0;55,78;0;540,8;1274;0;;91;75;0;5;121;87;;42;28;30;9;157;97,6;0,6;;0
416;06:56;511,63;510,7;75,65;0;0;0;540,8;1272;0;;91;75;0;5;147;90;;40;23;42;10;153;97,6;0,6;;0
417;06:57;511,63;510,7;75,68;0;0;0;534,4;1272;0;;89;75;0;5;135;103;;50;28;34;9;181;97,6;0,6;;0
418;06:58;511,63;510,7;75,72;0;0;0;540,8;1270;0;;91;75;0;5;137;97;;50;32;55;10;179;97,6;0,6;;0
419;06:59;511,63;510,7;75,76;0;0;0;534,4;1269;0;;89;75;0;5;140;98;;42;23;39;9;163;97,6;0,6;;0
420;07:00;511,63;510,7;75,79;0;0;0;540,8;1267;0;;91;75;0;5;128;86;;42;38;43;10;166;97,7;0,6;;0
421;07:01;511,63;510,7;75,84;0;0;0;540,8;1265;0;;91;75;0;5;132;99;;48;40;22;9;187;97,8;0,6;;0
422;07:02;511,63;510,7;75,89;0;0;0;540,8;1266;0;;91;75;0;5;139;94;;41;32;52;10;167;97,8;0,7;;0
423;07:03;511,63;510,7;75,93;0;0;0;540,8;1265;0;;91;75;0;5;135;92;;49;25;21;9;166;97,8;0,6;;0
424;07:04;511,63;510,7;75,93;0;0;0;540,8;1265;0;;91;75;0;5;131;94;;50;26;26;8;170;97,8;0,7;;0
425;07:05;511,63;510,7;75,91;0;0,09;0;540,8;1265;0;;91;75;0;5;120;76;;49;34;22;9;159;97,8;0,6;;0
426;07:06;511,63;510,7;75,89;0;0,12;0;540,8;1266;0;;91;75;0;5;124;70;;44;30;25;9;144;97,8;0,6;;0
427;07:07;511,63;510,7;75,88;0;0,14;0;534,4;1266;0;;89;75;0;5;63;52;;45;16;16;9;113;97,8;0,7;;0
428;07:08;511,63;510,7;75,88;0;0;0;540,8;1264;0;;91;75;0;5;63;46;;36;15;19;16;97;97,7;0,6;;0
429;07:09;511,63;510,7;75,86;0;0;0;540,8;1264;0;;91;75;0;5;91;64;;27;15;18;15;106;97,7;0,6;;0
430;07:10;511,63;510,7;75,84;0;0;0;534,4;1265;0;;89;75;0;5;91;64;;27;15;18;15;106;97,7;0,6;;0
431;07:11;511,63;510,7;75,83;0;0;0;540,8;1265;0;;91;75;0;5;91;63;;29;14;13;16;106;97,7;0,7;;0
432;07:12;511,63;510,7;75,82;0;0;0;540,8;1265;0;;91;75;0;5;120;60;;51;15;13;17;126;97,7;0,7;;0
433;07:13;511,63;510,7;75,82;0;0;0;540,8;1264;0;;91;75;0;5;58;51;;28;15;13;16;94;97,7;0,6;;0
434;07:14;511,63;510,7;75,81;0;0;0;540,8;1266;0;;91;75;0;5;63;58;;28;14;18;12;100;97,7;0,6;;0
435;07:15;511,63;510,7;75,79;0;0;0;540,8;1264;0;;91;75;0;5;90;58;;29;16;16;17;103;97,7;0,6;;0
436;07:16;511,63;510,7;75,77;0;0;0;540,8;1265;0;;91;75;0;5;79;29;;26;13;18;17;68;97,7;0,7;;0
437;07:17;511,63;510,7;75,77;0;0;0;540,8;1264;0;;91;75;0;5;79;29;;26;13;18;17;68;97,7;0,6;;0
438;07:18;511,63;510,7;75,77;0;0;0;540,8;1265;0;;91;75;0;5;62;44;;27;14;21;14;85;97,7;0,6;;0
439;07:19;511,63;510,7;75,77;0;0;0;540,8;1265;0;;91;75;0;5;124;33;;27;15;19;17;75;97,7;0,6;;0
440;07:20;511,63;510,7;75,77;0;0;0;534,4;1265;0;;89;75;0;5;112;71;;23;15;13;17;109;97,7;0,6;;0
441;07:21;511,63;510,7;75,77;0;0;0;540,8;1265;0;;91;75;0;5;144;56;;37;13;14;15;106;97,8;0,6;;0
442;07:22;511,63;510,7;75,75;0;0,08;0;540,8;1266;0;;91;75;0;5;101;45;;35;16;16;17;96;97,8;0,6;;0
443;07:23;511,63;510,7;75,75;0;0;0;540,8;1266;0;;91;75;0;5;101;45;;35;16;16;17;96;97,8;0,7;;0
444;07:24;511,63;499,38;76,52;0;0;0;540,8;1263;0;;91;75;0;5;69;59;;39;14;20;16;112;97,8;0,7;;0
445;07:25;511,63;498,89;67,33;0;0;0;204,9;1102;0;;0;75;0;5;58;61;;17;14;20;16;92;97,5;0,7;;0
446;07:26;511,63;498,89;24,27;0;9,04;0;204,9;0;0;;0;75;0;5;126;46;;33;14;14;15;93;96,3;0,6;;0
447;07:27;511,63;498,89;12,48;0;37,81;0;204,9;0;0;;0;75;0;5;59;42;;29;16;15;17;87;93,9;0,6;;0
448;07:28;511,63;498,89;12,54;0;0;0;0;0;0;;0;0;0;5;85;55;;28;15;17;13;98;92,9;0,6;;0
449;07:29;511,63;498,89;12,6;0;0;0;0;0;0;;0;0;0;5;35;55;;36;14;18;15;105;92,5;0,6;;0
450;07:30;511,63;498,89;12,59;0;0;0;0;0;0;;0;0;0;5;35;55;;36;14;18;15;105;92,3;0,6;;0
451;07:31;511,63;498,89;12,6;0;0;0;0;0;0;;0;0;0;5;72;34;;22;15;16;17;71;92,2;0,6;;0
452;07:32;511,63;498,89;12,6;0;0;0;0;0;0;;0;0;0;5;84;54;;28;15;12;16;97;92,1;0,6;;0
453;07:33;511,63;498,89;12,55;0;0;0;0;0;0;;0;0;0;5;68;48;;28;15;15;16;91;92,2;;;0
454;07:34;511,63;498,89;12,58;0;0;0;0;0;0;;0;0;3;5;95;45;;32;17;16;18;94;92,1;;;0
455;07:35;511,63;498,89;12,58;0;0;0;0;0;0;;0;0;0;5;82;46;;24;18;14;16;88;92,1;37,1;120,2;0
456;07:36;511,63;498,89;12,59;0;0;0;0;0;0;;0;0;0;5;141;48;;25;15;16;16;88;92;0,6;103;0
457;07:37;511,63;498,89;12,6;0;0;0;0;0;0;;0;0;0;5;141;48;;25;15;16;16;88;92,1;0,6;103;0
458;07:38;511,63;498,89;12,59;0;0;0;0;0;0;;0;0;0;5;80;35;;41;13;13;16;89;92,1;0,6;103;0
459;07:39;511,63;498,89;12,61;0;0;0;0;0;0;;0;0;0;5;85;42;;30;14;19;16;86;92,1;0,6;103;0
460;07:40;511,63;498,89;12,61;0;0;0;0;0;0;;0;0;0;5;126;41;;31;16;15;17;88;92,2;0,6;103;0
461;07:41;511,63;498,89;12,61;0;0;0;0;0;0;;0;0;0;5;52;38;;28;15;17;17;81;92,2;0,6;103;0
462;07:42;511,63;498,89;12,61;0;0;0;0;0;0;;0;0;0;5;85;63;;29;14;22;17;106;92,1;0,7;103,1;0
463;07:43;511,63;498,89;12,58;0;0;0;0;0;0;;0;0;0;5;76;51;;28;15;17;16;94;92,1;0,6;103,1;0
464;07:44;511,63;498,89;12,58;0;0;0;0;0;0;;0;0;0;5;76;51;;28;15;17;16;94;91,9;0,6;103;0
465;07:45;511,63;498,89;12,59;0;0;0;0;0;0;;0;0;0;5;106;52;;34;15;18;15;101;91,9;0,7;103,1;0
466;07:46;511,63;498,89;12,61;0;0;0;0;0;0;;0;0;0;5;112;56;;22;14;19;16;92;91,9;0,7;102,9;0
467;07:47;511,63;498,89;12,61;0;0;0;0;0;0;;0;0;0;5;58;49;;28;15;14;16;92;91,9;0,6;103;0
468;07:48;511,63;498,89;12,6;0;0;0;0;0;0;;0;0;0;5;108;73;;26;15;18;15;114;91,9;0,6;103;0
469;07:49;511,63;498,89;12,61;0;0;0;0;0;0;;0;0;0;5;131;56;;26;16;18;15;98;91,9;0,6;102,9;0
470;07:50;511,63;498,89;12,62;0;0;0;0;0;0;;0;0;0;5;65;47;;34;13;16;15;94;91,9;0,6;100,7;0
471;07:51;511,63;498,89;12,63;0;0;0;0;0;0;;0;0;0;5;65;47;;34;13;16;15;94;92;0,6;95,5;0
472;07:52;511,63;498,89;12,63;0;0;0;0;0;0;;0;0;0;5;127;40;;29;13;18;16;82;92;0,6;91,3;0
473;07:53;511,63;498,89;12,63;0;0;0;0;0;0;;0;0;0;5;130;49;;32;14;20;15;95;92;0,6;87,4;0
474;07:54;511,63;498,89;12,63;0;0;0;0;0;0;;0;0;0;5;48;57;;25;14;17;11;96;92;0,6;83,7;0
475;07:55;511,63;498,89;12,65;0;0;0;0;0;0;;0;0;0;5;73;49;;25;15;12;13;89;92;0,6;79,7;0
476;07:56;511,63;498,89;12,65;0;0;0;0;0;0;;0;0;0;5;83;49;;38;15;12;23;102;92;0,6;76,1;0
477;07:57;511,63;498,89;12,65;0;0;0;0;0;0;;0;0;0;5;146;48;;46;14;20;16;108;92;0,6;72,6;0
478;07:58;511,63;498,89;12,61;0;0;0;0;0;0;;0;0;0;5;146;48;;46;14;20;16;108;92;0,6;68,7;0
479;07:59;511,63;498,89;12,59;0;0;0;0;0;0;;0;0;0;5;82;40;;25;15;16;15;80;92;0,6;65,1;0
480;08:00;511,63;498,89;12,59;0;33,98;0;0;0;0;;0;0;0;5;147;40;;28;16;18;16;84;92;0,6;65,2;0
481;08:01;511,63;498,89;12,6;0;0,98;0;0;0;0;;0;0;0;5;118;45;;32;16;20;14;93;92;0,6;65,1;0
482;08:02;511,63;498,89;11,96;0;0;0;0;0;0;;0;0;0;5;93;38;;32;14;16;18;84;92;0,6;65,1;0
483;08:03;511,63;498,82;15;0;0;0;0;0;0;;0;0;0;5;96;47;;27;15;14;10;89;92;0,6;65,1;0
484;08:04;511,63;510,46;78,3;0;0;0;447;360;0;;61;81;0;5;68;54;;41;12;13;14;107;91,9;0,6;65,1;0
485;08:05;511,63;510,73;77,73;0;96,22;0;515,9;988;0;;82;78;0;5;68;54;;41;12;13;14;107;93,9;0,6;65,1;0
486;08:06;511,63;510,75;77,23;0;64;0;548,2;1249;0;;91;78;0;5;84;45;;25;14;14;16;84;96,2;0,6;65,1;0
487;08:07;511,63;511,21;76,55;0;767,42;0;537,4;1288;0;;89;76;0;5;99;50;;32;14;18;16;96;97,2;0,6;65,1;0
488;08:08;511,78;511,78;75,4;0;529,03;0,99;550,3;1272;0;;93;76;0;5;89;28;;26;15;21;16;69;97,6;0,6;65,1;0
489;08:09;512,04;512,04;74,46;1,37;773,48;5,11;530,9;1274;0;;88;76;0;5;111;53;;30;11;19;17;94;97,7;0,6;65,1;0
490;08:10;512,61;512,61;71,08;4,19;1660,58;1,71;537,4;1314;0;;89;76;0;5;106;52;;36;17;20;14;105;97,7;0,6;65,1;0
491;08:11;513,18;513,18;71,04;5,06;1747,75;1,75;537,4;1317;0;;89;76;0;5;59;61;;28;14;14;15;103;97,6;0,6;65,1;0
492;08:12;513,67;513,67;69,4;8,51;1794,94;1,82;543,8;1322;0;;91;76;0;5;59;61;;28;14;14;15;103;97,5;0,6;65,1;0
493;08:13;514,32;514,32;70,33;3,97;1934,68;1,76;500,8;1305;0;;77;79;0;5;86;37;;23;15;18;15;75;97,5;0,6;65,1;0
494;08:14;514,88;514,88;69,12;3,28;2183,21;1,74;459,9;1114;0;;65;81;0;5;124;44;;40;15;15;14;99;97,5;0,6;65,1;0
495;08:15;514,88;514,88;76,27;0;340,03;4,31;472,8;1001;0;;68;81;0;5;114;59;;30;13;11;13;102;97,1;0,6;65,1;0
496;08:16;515,11;515,11;74,59;9,06;763,34;8,48;459,9;1013;0;;65;81;0;5;72;36;;26;14;20;16;76;97,1;0,6;65,1;0
497;08:17;515,35;515,35;67,54;3,25;1748,65;3,61;459,9;1053;0;;65;81;0;5;100;51;;43;15;17;16;109;97;0,6;65,1;0
498;08:18;516,04;516,04;69,65;3,82;2414,27;1,5;447;1083;0;;61;81;0;5;126;68;;45;17;15;17;130;96,8;0,6;65,1;0
499;08:19;516,5;516,5;69,11;8,88;1815,47;1,85;466,4;1061;0;;67;81;0;5;126;68;;45;17;15;17;130;96,8;0,6;65,1;0
500;08:20;516,93;516,93;67,94;4,86;1894,1;2,68;447;1063;0;;61;81;0;5;113;55;;27;15;18;19;97;96,8;0,6;65,1;0
501;08:21;517,52;517,52;71,12;3,95;2192,12;1,64;453,5;1076;0;;63;81;0;5;74;33;;28;15;15;15;76;96,8;0,6;65,1;0
502;08:22;518,08;518,08;71,94;9,45;1659,28;1,75;459,9;1057;0;;65;81;0;5;85;53;;27;18;15;16;98;96,8;0,6;65,1;0
503;08:23;518,29;518,29;67,22;9,04;1657,43;3,63;464,2;1057;0;;65;82;0;5;70;52;;36;15;15;16;103;96,8;0,6;65,1;0
504;08:24;518,34;518,34;66,1;8,8;1234,74;3,93;464,2;1041;0;;65;82;0;5;93;37;;29;15;20;15;81;96,8;0,6;65,1;0
505;08:25;518,66;518,66;68,3;4,53;1736,66;2,58;457,8;1060;0;;63;82;0;5;69;52;;33;14;14;16;99;96,8;0,6;65,2;0
506;08:26;519,35;519,35;70,48;3,95;2366,69;1,16;426,9;1088;0;;56;81;0;5;69;52;;33;14;14;16;99;96,8;0,6;65,3;0
507;08:27;519,89;519,89;70,34;5,48;2004,48;1,87;426,9;1075;0;;56;81;0;5;84;63;;27;16;18;12;106;96,8;0,6;65,3;0
508;08:28;520,45;520,45;70,13;5,75;2049,23;1,8;426,9;1078;0;;56;81;0;5;61;51;;33;15;18;15;99;96,8;0,6;65,2;0
509;08:29;521,03;521,03;70,16;4,79;2048,6;1,75;426,9;1078;0;;56;81;0;5;95;40;;29;14;17;16;83;96,8;0,6;65,3;0
510;08:30;521,39;521,39;72,15;0;1430,5;2,12;444,1;1054;0;;61;81;0;5;94;28;;28;15;15;15;71;96,8;0,6;65,2;0
511;08:31;521,39;521,39;77,19;0;152,76;6,19;444,1;1003;0;;61;81;0;5;99;57;;25;17;19;17;99;96,8;0,6;65,3;0
512;08:32;521,39;508,33;78,87;0;26,92;3,09;0;746;0;;0;0;0;5;95;66;;26;15;20;16;107;97;0,6;65,4;0
513;08:33;521,39;508,64;20,35;0;68,02;0;0;0;0;;0;0;0;5;95;66;;26;15;20;16;107;95,3;0,6;65,3;0
514;08:34;521,39;508,64;12,37;0;0;0;0;0;0;;0;0;0;5;80;49;;27;16;13;17;92;93,4;0,6;65,2;0
515;08:35;521,39;508,64;11,92;0;0;0;0;0;0;;0;0;0;5;46;53;;26;15;16;15;94;92,7;0,6;65,3;0
516;08:36;521,39;519,01;45,86;0;0;0;291,9;107;0;;79;0;0;5;113;49;;28;16;13;12;93;92,4;0,6;65,2;0
517;08:37;521,39;519,96;78,85;0;97,14;0;431,3;794;0;;56;82;0;5;135;49;;26;15;13;18;90;93,4;0,6;65,3;0
518;08:38;521,39;520,92;78,1;0;120,24;0;425,5;923;0;;54;82;0;5;86;41;;33;14;16;18;88;95,4;0,6;65,4;0
519;08:39;521,52;521,52;77,67;0;152,96;0,29;425,5;925;0;;54;82;0;5;107;39;;25;14;18;17;78;96,4;0,6;65,2;0
520;08:40;521,91;521,91;72,46;5,14;1457,57;2,64;439,8;1015;0;;61;79;0;5;107;39;;25;14;18;17;78;96,8;0,6;65,4;0
521;08:41;522,49;522,49;70,25;3,79;2084,07;1,76;439,8;1119;0;;61;79;0;5;72;43;;36;16;11;16;95;96,8;0,6;65,2;0
522;08:42;523,06;523,06;68,82;7,65;2281,62;1,77;438,4;1128;0;;59;81;0;5;124;60;;24;15;18;17;99;97;0,6;65,3;0
523;08:43;523,65;523,65;72,23;2,2;1744,04;1,73;449,8;1110;0;;62;81;0;5;136;56;;28;13;19;16;97;97,1;0,6;65,3;0
524;08:44;524,13;524,13;68,91;9,74;1979,92;2,02;434;1118;0;;59;79;0;5;87;60;;29;13;13;18;102;97,1;0,6;65,2;0
525;08:45;524,53;524,53;66,34;6,2;2525,99;2,53;434;1140;0;;59;79;0;5;116;53;;24;17;10;17;94;97,1;0,6;65,3;0
526;08:46;525,22;525,22;68,86;4,89;2488,36;1,56;444,1;1142;0;;61;81;0;5;113;64;;43;16;18;17;123;97,1;0,6;65,2;0
527;08:47;525,8;525,8;70,32;5,55;2055,51;1,74;432,6;1094;0;;57;81;0;5;113;64;;43;16;18;17;123;97,1;0,6;65,3;0
528;08:48;526,37;526,37;71,03;5,02;1909,86;1,77;432,6;1084;0;;57;81;0;5;78;40;;19;13;15;13;72;97,2;0,6;65,3;0
529;08:49;526,95;526,95;71,45;3,98;1813,92;1,72;438,4;1080;0;;59;81;0;5;112;56;;30;13;16;18;99;97,1;0,6;65,4;0
530;08:50;527,53;527,53;71,16;5,61;1838,75;1,76;432,6;1081;0;;57;81;0;5;106;58;;29;17;16;16;104;97,1;0,6;65,2;0
531;08:51;528,09;528,09;70,78;5,59;1929,74;1,8;432,6;1086;0;;57;81;0;5;118;46;;33;16;17;17;95;97,1;0,6;65,1;0
532;08:52;528,66;528,66;71,5;3,51;1768,73;1,77;432,6;1081;0;;57;81;0;5;108;39;;30;14;13;17;83;97;0,6;65,4;0
533;08:53;529,22;529,22;70,22;8,02;1870,27;1,82;426,9;1085;0;;56;81;0;5;75;41;;28;14;16;17;83;96,9;0,6;65,2;0
534;08:54;529,79;529,79;70,65;2,46;2073,66;1,78;432,6;1096;0;;57;81;0;5;75;41;;28;14;16;17;83;96,8;0,6;65,4;0
535;08:55;530,16;530,16;69,18;9,98;1583,63;2,14;432,6;1074;0;;57;81;0;5;102;50;;32;16;13;15;98;96,8;0,6;65,3;0
536;08:56;530,38;530,38;66,49;9,56;2062,37;4,89;426,9;1090;0;;56;81;0;5;106;34;;21;14;14;16;69;96,9;0,6;65,3;0
537;08:57;530,56;530,56;70,26;0;1682,84;3,66;444,1;1075;0;;61;81;0;5;111;48;;28;15;16;14;91;96,9;0,6;65,3;0
538;08:58;530,56;526,93;77,41;0;72,75;5,23;437;1014;0;;57;82;0;5;147;60;;28;12;19;18;100;97;0,6;65,2;0
539;08:59;530,56;517,9;58,42;0;0;0;0;172;0;;0;0;0;5;75;44;;27;15;18;18;86;96,4;0,6;65,4;0
540;09:00;530,56;517,2;17,15;0;63,88;0;0;0;0;;0;0;0;5;93;38;;22;14;18;16;74;94,1;0,6;65,3;0
541;09:01;530,56;517,2;11,42;0;0;0;0;0;0;;0;0;0;5;93;38;;22;14;18;16;74;93;0,6;65,3;0
542;09:02;530,56;517,2;11,14;0;0;0;0;0;0;;0;0;0;5;81;61;;31;14;15;13;106;92,5;0,6;65,3;0
543;09:03;530,56;518,55;27,92;0;0;0;0;0;0;;0;0;0;5;88;59;;25;11;13;15;95;92,4;0,6;65,3;0
544;09:04;530,56;528,91;79,22;0;0;0;425,5;662;0;;54;82;0;5;82;69;;29;17;16;18;115;92,6;0,6;65,3;0
545;09:05;530,56;529,02;79,09;0;88,39;0;421,2;948;0;;54;81;0;5;93;29;;32;16;16;16;77;94,9;0,6;65,3;0
546;09:06;530,56;529,4;78,57;0;126,28;0;432,6;976;0;;57;81;0;5;59;64;;28;15;19;18;107;96,2;0,6;65,2;0
547;09:07;530,56;530,17;74,92;0;920,72;0;421,2;1058;0;;54;81;0;5;103;47;;29;15;20;14;91;96,7;0,7;65,2;0
548;09:08;530,56;530,27;68,85;0;1071,59;0;415,5;1080;0;;53;81;0;5;103;47;;29;15;20;14;91;96,9;0,6;65,4;0
549;09:09;530,56;530,3;68,29;0;1102,36;0;432,6;1100;0;;57;81;0;5;88;57;;36;15;19;14;108;96,9;0,7;65,2;0
550;09:10;530,56;530,34;68,38;0;1113,54;0;432,6;1134;0;;57;81;0;5;114;49;;27;14;17;19;90;96,8;0,6;65,2;0
551;09:11;530,56;530,37;68,32;0;1133,01;0;432,6;1132;0;;57;81;0;5;50;57;;25;15;19;16;97;96,9;0,6;65,4;0
552;09:12;530,56;530,41;68,37;0;1173,88;0;426,9;1133;0;;56;81;0;5;117;42;;37;16;20;15;95;96,9;0,6;65,3;0
553;09:13;530,58;530,58;68,34;7,49;1179,07;1,39;432,6;1132;0;;57;81;0;5;65;50;;35;16;16;13;101;96,9;0,7;65,3;0
554;09:14;530,78;530,78;68,67;7,84;1760,23;5,98;426,9;1150;0;;56;81;0;5;112;48;;27;15;14;16;90;97;0,6;65,3;0
555;09:15;531,43;531,43;70,62;8,02;1984,97;1,89;426,9;1163;0;;56;81;0;5;112;48;;27;15;14;16;90;96,8;0,7;65,3;0
556;09:16;531,47;531,47;68,36;7,65;1052,61;4,51;432,6;1124;0;;57;81;0;5;98;46;;26;18;16;14;90;96,8;0,7;65,3;0
557;09:17;531,5;531,5;68,31;7,76;1116,8;9,35;428,3;1123;0;;57;79;0;5;80;61;;28;15;19;16;104;96,8;0,6;65,2;0
558;09:18;531,55;531,55;68,3;8;1221,83;14,07;432,6;1124;0;;57;81;0;5;109;52;;28;15;22;18;95;96,8;0,7;65,3;0
559;09:19;531,57;531,57;68,37;7,42;1011,21;18,8;434;1113;0;;59;79;0;5;98;44;;35;14;18;17;93;96,8;0,7;65,2;0
560;09:20;531,6;531,6;68,34;7,95;1024,8;21,01;432,6;1112;0;;57;81;0;5;80;50;;29;17;19;14;96;96,9;0,6;65,4;0
561;09:21;531,63;531,63;68,36;7,38;1148,12;2,94;432,6;1115;0;;57;81;0;5;80;50;;29;17;19;14;96;97,1;0,6;65,3;0
562;09:22;532,17;532,17;70,71;3,99;2292;3,52;422,6;1159;0;;56;79;0;5;111;76;;33;18;21;15;127;97,1;0,7;65,4;0
