line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
1431;23:50;1244,35;1243,5;75;9;;1081;3,15;282,92;2956;0;35;0;94;;;6;101,63;59,54;19,77;10;180,94;10;10;52;0
1432;23:51;1244,78;1244,5;74;10;;1305;2,82;282,3;2974;0;35;0;94;;;6;101,63;61,27;19,77;21,58;182,67;10;10;52;0
1433;23:52;1245,12;1244,5;75;8;;1233;2,82;283,55;2964;0;35;0;94;;;6;125,13;62,44;19,21;21,58;206,78;10;10;52;0
1434;23:53;1245,49;1244,5;74;10;;1376;2,61;282,3;2968;0;35;0;94;;;6;125,13;63,44;52,76;10;241,33;10;10;52;0
1435;23:54;1245,78;1245,5;76;8;;1095;2,51;282,92;2925;0;35;0;94;;;6;115,39;63,44;52,76;10;231,59;10;10;52;0
1436;23:55;1246,22;1245,5;73;12;;1505;2,51;282,92;3002;0;35;0;94;;;6;115,39;40,85;43,16;10;199,4;10;10;52;0
1437;23:56;1246,59;1246,5;71;13;;1689;2,77;282,92;3029;0;35;0;94;;;6;87,38;42,96;15,3;10;145,64;10;10;52;0
1438;23:57;1247;1246,5;73;10;;1559;2,77;282,92;3000;0;35;0;94;;;6;137,87;68,62;5,73;13,05;212,22;10;10;52;0
1439;23:58;1247,46;1246,5;72;13;;1693;2,63;282,92;3027;0;35;0;94;;;6;149,28;68,62;16,96;13,05;234,86;10;10;52;0
1440;23:59;1247,8;1247,5;74;9;;1513;2,36;282,93;3010;0;35;0;94;;;6;149,28;64,18;28,53;12,97;241,99;11,73;10;52;0
